Generator,bus,carrier,p_nom,control,type,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_min_pu,p_max_pu,p_set,q_set,sign,marginal_cost_quadratic,build_year,lifetime,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt,province,marginal_cost,capital_cost,notes
LS_78,78,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_80,80,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_81,81,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_82,82,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_83,83,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_84,84,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_85,85,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_86,86,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_87,87,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_89,89,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_91,91,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_92,92,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_93,93,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_95,95,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_97,97,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_99,99,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_100,100,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_102,102,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_103,103,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_105,105,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_106,106,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_107,107,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_108,108,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_110,110,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_111,111,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_115,115,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_120,120,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_123,123,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_125,125,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_128,128,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_131,131,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_132,132,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_142,142,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_145,145,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_146,146,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_153,153,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_158,158,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_159,159,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_161,161,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_165,165,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_166,166,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_177,177,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_181,181,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_186,186,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_196,196,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_197,197,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_217,217,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_256,256,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_257,257,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_264,264,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_271,271,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_273,273,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_277,277,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_278,278,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_279,279,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_280,280,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_281,281,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_288,288,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_291,291,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_292,292,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_294,294,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
